FungusID,Species,PaperID,Temperature,Time,Radius
C31_30_2,C31,104,30,216,5
C31_30_2,C31,104,30,264,5
C31_30_2,C31,104,30,312,5.5
DF17_30_1,DF17,105,30,48,4
DF17_30_1,DF17,105,30,96,6
DF17_30_1,DF17,105,30,144,8.5
DF17_30_1,DF17,105,30,216,11
DF17_30_1,DF17,105,30,264,12
DF17_30_1,DF17,105,30,312,13
DF17_30_2,DF17,106,30,48,4.5
DF17_30_2,DF17,106,30,96,6
DF17_30_2,DF17,106,30,144,7.5
DF17_30_2,DF17,106,30,216,9
DF17_30_2,DF17,106,30,264,10.5
DF17_30_2,DF17,106,30,312,11.5
DF13_30_1,DF13,107,30,48,3.5
DF13_30_1,DF13,107,30,96,3.5
DF13_30_1,DF13,107,30,144,4
DF13_30_1,DF13,107,30,216,4
DF13_30_1,DF13,107,30,264,4
DF13_30_1,DF13,107,30,312,4.5
DF13_30_2,DF13,108,30,48,5
DF13_30_2,DF13,108,30,96,5
DF13_30_2,DF13,108,30,144,5
DF13_30_2,DF13,108,30,216,5
DF13_30_2,DF13,108,30,264,5
DF13_30_2,DF13,108,30,312,5
DF36_30_1,DF36,NA,30,48,4.5
DF36_30_1,DF36,NA,30,96,4.5
DF36_30_1,DF36,NA,30,144,4.5
DF36_30_1,DF36,NA,30,216,4.5
DF36_30_1,DF36,NA,30,264,4.5
DF36_30_1,DF36,NA,30,312,4.5
DF36_30_2,DF36,NA,30,48,4.5
DF36_30_2,DF36,NA,30,96,4.5
DF36_30_2,DF36,NA,30,144,4.5
DF36_30_2,DF36,NA,30,216,4.5
DF36_30_2,DF36,NA,30,264,4.5
DF36_30_2,DF36,NA,30,312,4.5
C21_30_1,C21,NA,30,48,4
C21_30_1,C21,NA,30,96,4
C21_30_1,C21,NA,30,144,4
C21_30_1,C21,NA,30,216,4
C21_30_1,C21,NA,30,264,4
C21_30_1,C21,NA,30,312,4
C21_30_2,C21,NA,30,48,3.5
C21_30_2,C21,NA,30,96,3.5
C21_30_2,C21,NA,30,144,3.5
C21_30_2,C21,NA,30,216,3.5
C21_30_2,C21,NA,30,264,3.5
C21_30_2,C21,NA,30,312,3.5
A_30_1,A,NA,30,48,3.5
A_30_1,A,NA,30,96,4
A_30_1,A,NA,30,144,4
A_30_1,A,NA,30,216,4.5
A_30_1,A,NA,30,264,4.5
A_30_1,A,NA,30,312,4.5
A_30_2,A,NA,30,48,3.5
A_30_2,A,NA,30,96,4
A_30_2,A,NA,30,144,4.5
A_30_2,A,NA,30,216,4.5
A_30_2,A,NA,30,264,4.5
A_30_2,A,NA,30,312,4.5
DF35_30_1,DF35,NA,30,48,4
DF35_30_1,DF35,NA,30,96,4
DF35_30_1,DF35,NA,30,144,4
DF35_30_1,DF35,NA,30,216,4
DF35_30_1,DF35,NA,30,264,4
DF35_30_1,DF35,NA,30,312,4
DF35_30_2,DF35,NA,30,48,4
DF35_30_2,DF35,NA,30,96,4
DF35_30_2,DF35,NA,30,144,4
DF35_30_2,DF35,NA,30,216,4
DF35_30_2,DF35,NA,30,264,4
DF35_30_2,DF35,NA,30,312,4
FOX_27_1,FOX,109,27,48,15
FOX_27_1,FOX,109,27,96,25.5
FOX_27_1,FOX,109,27,144,35.5
FOX_27_1,FOX,109,27,216,42
FOX_27_1,FOX,109,27,264,43
FOX_27_1,FOX,109,27,312,43
FOX_27_2,FOX,110,27,48,15
FOX_27_2,FOX,110,27,96,25.5
FOX_27_2,FOX,110,27,144,36
FOX_27_2,FOX,110,27,216,43
FOX_27_2,FOX,110,27,264,44
FOX_27_2,FOX,110,27,312,44
DF58_27_1,DF58,111,27,48,7
DF58_27_1,DF58,111,27,96,10
DF58_27_1,DF58,111,27,144,12
DF58_27_1,DF58,111,27,216,15.5
DF58_27_1,DF58,111,27,264,17.5
DF58_27_1,DF58,111,27,312,19
DF58_27_2,DF58,112,27,48,6
DF58_27_2,DF58,112,27,96,9
DF58_27_2,DF58,112,27,144,11
DF58_27_2,DF58,112,27,216,14.5
DF58_27_2,DF58,112,27,264,16.5
DF58_27_2,DF58,112,27,312,19
DF19_27_1,DF19,113,27,48,10
DF19_27_1,DF19,113,27,96,23.5
DF19_27_1,DF19,113,27,144,36
DF19_27_1,DF19,113,27,216,46
DF19_27_1,DF19,113,27,264,46
DF19_27_1,DF19,113,27,312,46
DF19_27_2,DF19,114,27,48,14
DF19_27_2,DF19,114,27,96,23.5
DF19_27_2,DF19,114,27,144,32
DF19_27_2,DF19,114,27,216,44
DF19_27_2,DF19,114,27,264,44
DF19_27_2,DF19,114,27,312,44
DF19_27_2,DF19,115,27,48,25
DF25_27_1,DF25,115,27,96,41
DF25_27_1,DF25,115,27,144,41
DF25_27_1,DF25,115,27,216,41
DF25_27_1,DF25,115,27,264,41
DF25_27_1,DF25,115,27,312,41
DF25_27_2,DF25,116,27,48,24
DF25_27_2,DF25,116,27,96,40
DF25_27_2,DF25,116,27,144,42
DF25_27_2,DF25,116,27,216,42
DF25_27_2,DF25,116,27,264,42
DF25_27_2,DF25,116,27,312,42
DF56_27_1,DF56,117,27,48,21.5
DF56_27_1,DF56,117,27,96,29.5
DF56_27_1,DF56,117,27,144,34.5
DF56_27_1,DF56,117,27,216,41.5
DF56_27_1,DF56,117,27,264,44
DF56_27_1,DF56,117,27,312,46
DF56_27_2,DF56,118,27,48,22
DF56_27_2,DF56,118,27,96,33
DF56_27_2,DF56,118,27,144,40.5
DF56_27_2,DF56,118,27,216,46
DF56_27_2,DF56,118,27,264,47
DF56_27_2,DF56,118,27,312,47
DF17_27_1,DF17,119,27,48,5
DF17_27_1,DF17,119,27,96,5.5
DF17_27_1,DF17,119,27,144,7
DF17_27_1,DF17,119,27,216,11
DF17_27_1,DF17,119,27,264,12.5
DF17_27_1,DF17,119,27,312,15
DF17_27_2,DF17,120,27,48,5.5
DF17_27_2,DF17,120,27,96,7
DF17_27_2,DF17,120,27,144,9.5
DF17_27_2,DF17,120,27,216,13
DF17_27_2,DF17,120,27,264,16
DF17_27_2,DF17,120,27,312,19
DF37_27_1,DF37,121,27,48,8
DF37_27_1,DF37,121,27,96,11.5
DF37_27_1,DF37,121,27,144,14
DF37_27_1,DF37,121,27,216,16
DF37_27_1,DF37,121,27,264,17
DF37_27_1,DF37,121,27,312,18
DF37_27_2,DF37,122,27,48,7
DF37_27_2,DF37,122,27,96,12
DF37_27_2,DF37,122,27,144,14
DF37_27_2,DF37,122,27,216,16
DF37_27_2,DF37,122,27,264,17
DF37_27_2,DF37,122,27,312,18
DF10_27_1,DF10,123,27,48,11
DF10_27_1,DF10,123,27,96,17
DF10_27_1,DF10,123,27,144,21.5
DF10_27_1,DF10,123,27,216,29
DF10_27_1,DF10,123,27,264,32
DF10_27_1,DF10,123,27,312,34
DF10_27_2,DF10,124,27,48,10
DF10_27_2,DF10,124,27,96,15
DF10_27_2,DF10,124,27,144,19
DF10_27_2,DF10,124,27,216,25.5
DF10_27_2,DF10,124,27,264,33
DF10_27_2,DF10,124,27,312,36
A_27_1,A,125,27,48,5
A_27_1,A,125,27,96,6
A_27_1,A,125,27,144,7
A_27_1,A,125,27,216,9
A_27_1,A,125,27,264,10
A_27_1,A,125,27,312,11
A_27_2,A,126,27,48,4.5
A_27_2,A,126,27,96,6
A_27_2,A,126,27,144,7
A_27_2,A,126,27,216,9.5
A_27_2,A,126,27,264,11
A_27_2,A,126,27,312,13
C40_27_1,C40,127,27,48,20
C40_27_1,C40,127,27,96,28.5
C40_27_1,C40,127,27,144,33
C40_27_1,C40,127,27,216,39
C40_27_1,C40,127,27,264,42
C40_27_1,C40,127,27,312,47
C40_27_2,C40,128,27,48,20.5
C40_27_2,C40,128,27,96,31
C40_27_2,C40,128,27,144,37
C40_27_2,C40,128,27,216,41
C40_27_2,C40,128,27,264,41
C40_27_2,C40,128,27,312,41
DF04_27_1,DF04,129,27,48,11
DF04_27_1,DF04,129,27,96,17
DF04_27_1,DF04,129,27,144,23
DF04_27_1,DF04,129,27,216,29.5
DF04_27_1,DF04,129,27,264,33.5
DF04_27_1,DF04,129,27,312,38
DF04_27_2,DF04,130,27,48,11
DF04_27_2,DF04,130,27,96,17
DF04_27_2,DF04,130,27,144,23
DF04_27_2,DF04,130,27,216,30
DF04_27_2,DF04,130,27,264,35
DF04_27_2,DF04,130,27,312,37
M_27_1,M,131,27,48,17
M_27_1,M,131,27,96,31
M_27_1,M,131,27,144,41
M_27_1,M,131,27,216,43
M_27_1,M,131,27,264,43
M_27_1,M,131,27,312,43
M_27_2,M,132,27,48,18
M_27_2,M,132,27,96,30.5
M_27_2,M,132,27,144,41
M_27_2,M,132,27,216,44
M_27_2,M,132,27,264,44
M_27_2,M,132,27,312,44
DF09_27_1,DF09,133,27,48,14.5
DF09_27_1,DF09,133,27,96,23
DF09_27_1,DF09,133,27,144,31
DF09_27_1,DF09,133,27,216,42
DF09_27_1,DF09,133,27,264,43
DF09_27_1,DF09,133,27,312,43
DF09_27_2,DF09,134,27,48,16
DF09_27_2,DF09,134,27,96,24
DF09_27_2,DF09,134,27,144,28
DF09_27_2,DF09,134,27,216,33.5
DF09_27_2,DF09,134,27,264,39
DF09_27_2,DF09,134,27,312,43
C23_27_1,C23,135,27,48,16
C23_27_1,C23,135,27,96,29
C23_27_1,C23,135,27,144,40
C23_27_1,C23,135,27,216,43
C23_27_1,C23,135,27,264,43
C23_27_1,C23,135,27,312,43
C23_27_2,C23,136,27,48,16
C23_27_2,C23,136,27,96,28
C23_27_2,C23,136,27,144,38
C23_27_2,C23,136,27,216,42.5
C23_27_2,C23,136,27,264,44
C23_27_2,C23,136,27,312,44
J_27_1,J,137,27,48,8
J_27_1,J,137,27,96,11
J_27_1,J,137,27,144,14
J_27_1,J,137,27,216,19
J_27_1,J,137,27,264,22.5
J_27_1,J,137,27,312,26
J_27_2,J,138,27,48,7
J_27_2,J,138,27,96,10.5
J_27_2,J,138,27,144,13.5
J_27_2,J,138,27,216,18.5
J_27_2,J,138,27,264,21.5
J_27_2,J,138,27,312,24
C31_27_1,C31,139,27,48,3.5
C31_27_1,C31,139,27,96,4.5
C31_27_1,C31,139,27,144,5.5
C31_27_1,C31,139,27,216,7.5
C31_27_1,C31,139,27,264,8
C31_27_1,C31,139,27,312,9
DF36_27_1,DF36,140,27,48,4.5
DF36_27_1,DF36,140,27,96,5
DF36_27_1,DF36,140,27,144,6
DF36_27_1,DF36,140,27,216,7
DF36_27_1,DF36,140,27,264,8
DF36_27_1,DF36,140,27,312,8.5
C21_27_1,C21,141,27,48,4
C21_27_1,C21,141,27,96,4
C21_27_1,C21,141,27,144,4
C21_27_1,C21,141,27,216,4
C21_27_1,C21,141,27,264,4
C21_27_1,C21,141,27,312,4
DF42_27_1,DF42,142,27,48,10.5
DF42_27_1,DF42,142,27,96,13.5
DF42_27_1,DF42,142,27,144,17
DF42_27_1,DF42,142,27,216,21.5
DF42_27_1,DF42,142,27,264,25
DF42_27_1,DF42,142,27,312,27
C31_27_2,C31,143,27,48,3.5
C31_27_2,C31,143,27,96,4.5
C31_27_2,C31,143,27,144,6
C31_27_2,C31,143,27,216,7.5
C31_27_2,C31,143,27,264,8.5
C31_27_2,C31,143,27,312,9.5
C21_27_2,C21,144,27,48,4
C21_27_2,C21,144,27,96,4
C21_27_2,C21,144,27,144,4
C21_27_2,C21,144,27,216,4
C21_27_2,C21,144,27,264,4
C21_27_2,C21,144,27,312,4
DF42_27_2,DF42,145,27,48,10
DF42_27_2,DF42,145,27,96,14
DF42_27_2,DF42,145,27,144,17
DF42_27_2,DF42,145,27,216,21
DF42_27_2,DF42,145,27,264,23.5
DF42_27_2,DF42,145,27,312,25.5
DF35_27_1,DF35,146,27,48,4
DF35_27_1,DF35,146,27,96,4
DF35_27_1,DF35,146,27,144,4.5
DF35_27_1,DF35,146,27,216,5
DF35_27_1,DF35,146,27,264,5.5
DF35_27_1,DF35,146,27,312,5.5
C28_27_1,C28,147,27,48,13
C28_27_1,C28,147,27,96,21.5
C28_27_1,C28,147,27,144,26.5
C28_27_1,C28,147,27,216,33.5
C28_27_1,C28,147,27,264,38.5
C28_27_1,C28,147,27,312,42
C28_27_2,C28,148,27,48,13
C28_27_2,C28,148,27,96,20
C28_27_2,C28,148,27,144,25
C28_27_2,C28,148,27,216,30
C28_27_2,C28,148,27,264,33.5
C28_27_2,C28,148,27,312,35
C41_27_1,C41,149,27,48,15
C41_27_1,C41,149,27,96,23
C41_27_1,C41,149,27,144,27
C41_27_1,C41,149,27,216,36
C41_27_1,C41,149,27,264,40
C41_27_1,C41,149,27,312,42
C41_27_2,C41,150,27,48,15
C41_27_2,C41,150,27,96,25
C41_27_2,C41,150,27,144,35.5
C41_27_2,C41,150,27,216,40
C41_27_2,C41,150,27,264,42
C41_27_2,C41,150,27,312,42
DF32_27_1,DF32,151,27,48,13
DF32_27_1,DF32,151,27,96,23
DF32_27_1,DF32,151,27,144,32.5
DF32_27_1,DF32,151,27,216,40.5
DF32_27_1,DF32,151,27,264,43
DF32_27_1,DF32,151,27,312,43
DF32_27_2,DF32,152,27,48,11.5
DF32_27_2,DF32,152,27,96,22
DF32_27_2,DF32,152,27,144,32.5
DF32_27_2,DF32,152,27,216,43
DF32_27_2,DF32,152,27,264,43
DF32_27_2,DF32,152,27,312,43
DF13_27_1,DF13,153,27,48,6
DF13_27_1,DF13,153,27,96,8
DF13_27_1,DF13,153,27,144,9
DF13_27_1,DF13,153,27,216,11
DF13_27_1,DF13,153,27,264,12.5
DF13_27_1,DF13,153,27,312,14
DF13_27_2,DF13,154,27,48,7.5
DF13_27_2,DF13,154,27,96,8.5
DF13_27_2,DF13,154,27,144,10
DF13_27_2,DF13,154,27,216,13
DF13_27_2,DF13,154,27,264,15.5
DF13_27_2,DF13,154,27,312,18.5
DISC_27_1,DISC,155,27,48,6.5
DISC_27_1,DISC,155,27,96,9
DISC_27_1,DISC,155,27,144,11.5
DISC_27_1,DISC,155,27,216,15
DISC_27_1,DISC,155,27,264,18
DISC_27_1,DISC,155,27,312,20.5
DISC_27_2,DISC,156,27,48,7
DISC_27_2,DISC,156,27,96,10
DISC_27_2,DISC,156,27,144,13
DISC_27_2,DISC,156,27,216,17
DISC_27_2,DISC,156,27,264,19.5
DISC_27_2,DISC,156,27,312,22
DF24_27_1,DF24,157,27,48,8
DF24_27_1,DF24,157,27,96,15
DF24_27_1,DF24,157,27,144,22
DF24_27_1,DF24,157,27,216,30.5
DF24_27_1,DF24,157,27,264,34.5
DF24_27_1,DF24,157,27,312,40
DF24_27_2,DF24,158,27,48,9
DF24_27_2,DF24,158,27,96,15.5
DF24_27_2,DF24,158,27,144,21
DF24_27_2,DF24,158,27,216,26
DF24_27_2,DF24,158,27,264,29
DF24_27_2,DF24,158,27,312,32
C13_27_1,C13,159,27,48,9
C13_27_1,C13,159,27,96,18.5
C13_27_1,C13,159,27,144,26
C13_27_1,C13,159,27,216,36
C13_27_1,C13,159,27,264,42
C13_27_1,C13,159,27,312,42
C13_27_2,C13,160,27,48,11
C13_27_2,C13,160,27,96,21
C13_27_2,C13,160,27,144,34
C13_27_2,C13,160,27,216,40
C13_27_2,C13,160,27,264,40
C13_27_2,C13,160,27,312,40
C33_27_1,C33,161,27,48,7.5
C33_27_1,C33,161,27,96,10
C33_27_1,C33,161,27,144,13
C33_27_1,C33,161,27,216,16.5
C33_27_1,C33,161,27,264,18.5
C33_27_1,C33,161,27,312,20.5
C33_27_2,C33,162,27,48,6
C33_27_2,C33,162,27,96,9
C33_27_2,C33,162,27,144,11
C33_27_2,C33,162,27,216,14
C33_27_2,C33,162,27,264,16
C33_27_2,C33,162,27,312,18
DF16_27_1,DF16,163,27,48,9
DF16_27_1,DF16,163,27,96,12.5
DF16_27_1,DF16,163,27,144,16
DF16_27_1,DF16,163,27,216,19.5
DF16_27_1,DF16,163,27,264,22
DF16_27_1,DF16,163,27,312,24.5
DF16_27_2,DF16,164,27,48,12
DF16_27_2,DF16,164,27,96,18
DF16_27_2,DF16,164,27,144,24.5
DF16_27_2,DF16,164,27,216,32.5
DF16_27_2,DF16,164,27,264,37
DF16_27_2,DF16,164,27,312,39
C29_27_1,C29,165,27,48,7
C29_27_1,C29,165,27,96,9
C29_27_1,C29,165,27,144,11.5
C29_27_1,C29,165,27,216,14.5
C29_27_1,C29,165,27,264,17
C29_27_1,C29,165,27,312,18.5
C29_27_2,C29,166,27,48,7
C29_27_2,C29,166,27,96,9
C29_27_2,C29,166,27,144,12
C29_27_2,C29,166,27,216,16
C29_27_2,C29,166,27,264,18.5
C29_27_2,C29,166,27,312,22
C34_27_1,C34,167,27,48,18
C34_27_1,C34,167,27,96,29
C34_27_1,C34,167,27,144,40
C34_27_1,C34,167,27,216,40
C34_27_1,C34,167,27,264,40
C34_27_1,C34,167,27,312,40
C34_27_2,C34,168,27,48,19.5
C34_27_2,C34,168,27,96,26
C34_27_2,C34,168,27,144,36
C34_27_2,C34,168,27,216,42
C34_27_2,C34,168,27,264,45
C34_27_2,C34,168,27,312,47
C35_27_1,C35,169,27,48,12
C35_27_1,C35,169,27,96,17.5
C35_27_1,C35,169,27,144,21.5
C35_27_1,C35,169,27,216,23
C35_27_1,C35,169,27,264,24
C35_27_1,C35,169,27,312,26
C35_27_2,C35,170,27,48,13
C35_27_2,C35,170,27,96,20.5
C35_27_2,C35,170,27,144,28
C35_27_2,C35,170,27,216,37.5
C35_27_2,C35,170,27,264,41
C35_27_2,C35,170,27,312,41
C11_27_1,C11,171,27,48,7
C11_27_1,C11,171,27,96,10
C11_27_1,C11,171,27,144,13
C11_27_1,C11,171,27,216,14
C11_27_1,C11,171,27,264,14.5
C11_27_1,C11,171,27,312,15
C11_27_2,C11,NA,27,48,8
C11_27_2,C11,NA,27,96,11
C11_27_2,C11,NA,27,144,15
C11_27_2,C11,NA,27,216,20
C11_27_2,C11,NA,27,264,24
C11_27_2,C11,NA,27,312,29
DF24_24_1,DF24,172,24,48,8
DF24_24_1,DF24,172,24,96,14
DF24_24_1,DF24,172,24,144,21
DF24_24_1,DF24,172,24,216,30
DF24_24_1,DF24,172,24,264,38
DF24_24_1,DF24,172,24,312,40
DF24_24_2,DF24,173,24,48,9
DF24_24_2,DF24,173,24,96,15
DF24_24_2,DF24,173,24,144,21
DF24_24_2,DF24,173,24,216,27.5
DF24_24_2,DF24,173,24,264,31
DF24_24_2,DF24,173,24,312,37
DF42_24_1,DF42,174,24,48,10
DF42_24_1,DF42,174,24,96,13
DF42_24_1,DF42,174,24,144,16
DF42_24_1,DF42,174,24,216,20.5
DF42_24_1,DF42,174,24,264,22
DF42_24_1,DF42,174,24,312,24
DF42_24_2,DF42,175,24,48,11.5
DF42_24_2,DF42,175,24,96,14.5
DF42_24_2,DF42,175,24,144,18
DF42_24_2,DF42,175,24,216,21.5
DF42_24_2,DF42,175,24,264,23.5
DF42_24_2,DF42,175,24,312,26
C31_24_1,C31,176,24,48,3.5
C31_24_1,C31,176,24,96,5
C31_24_1,C31,176,24,144,6
C31_24_1,C31,176,24,216,8
C31_24_1,C31,176,24,264,9
C31_24_1,C31,176,24,312,10
C31_24_2,C31,177,24,48,4.5
C31_24_2,C31,177,24,96,5.5
C31_24_2,C31,177,24,144,7
C31_24_2,C31,177,24,216,8.5
C31_24_2,C31,177,24,264,9.5
C31_24_2,C31,177,24,312,10
DISC_24_1,DISC,178,24,48,9
DISC_24_1,DISC,178,24,96,14
DISC_24_1,DISC,178,24,144,17
DISC_24_1,DISC,178,24,216,21.5
DISC_24_1,DISC,178,24,264,23
DISC_24_1,DISC,178,24,312,24.5
DISC_24_2,DISC,179,24,48,7.5
DISC_24_2,DISC,179,24,96,9.5
DISC_24_2,DISC,179,24,144,12
DISC_24_2,DISC,179,24,216,15
DISC_24_2,DISC,179,24,264,16.5
DISC_24_2,DISC,179,24,312,18
C11_24_1,C11,180,24,48,7
C11_24_1,C11,180,24,96,9.5
C11_24_1,C11,180,24,144,12
C11_24_1,C11,180,24,216,15.5
C11_24_1,C11,180,24,264,16
C11_24_1,C11,180,24,312,17
C11_24_2,C11,181,24,48,6
C11_24_2,C11,181,24,96,8.5
C11_24_2,C11,181,24,144,11
C11_24_2,C11,181,24,216,12.5
C11_24_2,C11,181,24,264,13
C11_24_2,C11,181,24,312,13.5
DF17_24_1,DF17,182,24,48,6
DF17_24_1,DF17,182,24,96,7
DF17_24_1,DF17,182,24,144,9
DF17_24_1,DF17,182,24,216,12
DF17_24_1,DF17,182,24,264,14.5
DF17_24_1,DF17,182,24,312,16
DF17_24_2,DF17,183,24,48,4
DF17_24_2,DF17,183,24,96,6
DF17_24_2,DF17,183,24,144,8
DF17_24_2,DF17,183,24,216,10.5
DF17_24_2,DF17,183,24,264,11.5
DF17_24_2,DF17,183,24,312,14
DF35_24_1,DF35,184,24,48,4.5
DF35_24_1,DF35,184,24,96,5.5
DF35_24_1,DF35,184,24,144,6
DF35_24_1,DF35,184,24,216,7.5
DF35_24_1,DF35,184,24,264,8.5
DF35_24_1,DF35,184,24,312,9.5
DF35_24_2,DF35,185,24,48,3.5
DF35_24_2,DF35,185,24,96,4.5
DF35_24_2,DF35,185,24,144,5
DF35_24_2,DF35,185,24,216,7
DF35_24_2,DF35,185,24,264,8
DF35_24_2,DF35,185,24,312,9
A_24_1,A,186,24,48,5
A_24_1,A,186,24,96,7
A_24_1,A,186,24,144,10
A_24_1,A,186,24,216,13
A_24_1,A,186,24,264,15.5
A_24_1,A,186,24,312,18
A_24_2,A,187,24,48,5
A_24_2,A,187,24,96,9.5
A_24_2,A,187,24,144,11.5
A_24_2,A,187,24,216,13.5
A_24_2,A,187,24,264,15
A_24_2,A,187,24,312,16.5
C35_24_1,C35,188,24,48,11
C35_24_1,C35,188,24,96,16
C35_24_1,C35,188,24,144,19.5
C35_24_1,C35,188,24,216,23
C35_24_1,C35,188,24,264,25
C35_24_1,C35,188,24,312,27
C35_24_2,C35,189,24,48,12
C35_24_2,C35,189,24,96,14
C35_24_2,C35,189,24,144,20.5
C35_24_2,C35,189,24,216,24
C35_24_2,C35,189,24,264,25.5
C35_24_2,C35,189,24,312,26.5
C29_24_1,C29,190,24,48,7
C29_24_1,C29,190,24,96,11
C29_24_1,C29,190,24,144,14
C29_24_1,C29,190,24,216,18
C29_24_1,C29,190,24,264,21
C29_24_1,C29,190,24,312,23
C29_24_2,C29,191,24,48,7
C29_24_2,C29,191,24,96,10
C29_24_2,C29,191,24,144,12
C29_24_2,C29,191,24,216,16.5
C29_24_2,C29,191,24,264,18
C29_24_2,C29,191,24,312,20.5
C34_24_1,C34,192,24,48,17
C34_24_1,C34,192,24,96,25
C34_24_1,C34,192,24,144,28
C34_24_1,C34,192,24,216,34
C34_24_1,C34,192,24,264,37
C34_24_1,C34,192,24,312,39.5
C34_24_2,C34,193,24,48,16
C34_24_2,C34,193,24,96,26
C34_24_2,C34,193,24,144,30
C34_24_2,C34,193,24,216,36
C34_24_2,C34,193,24,264,38
C34_24_2,C34,193,24,312,41
DF36_24_1,DF36,194,24,48,4.5
DF36_24_1,DF36,194,24,96,5
DF36_24_1,DF36,194,24,144,7
DF36_24_1,DF36,194,24,216,8.5
DF36_24_1,DF36,194,24,264,10
DF36_24_1,DF36,194,24,312,11
DF36_24_2,DF36,195,24,48,3.5
DF36_24_2,DF36,195,24,96,5
DF36_24_2,DF36,195,24,144,6.5
DF36_24_2,DF36,195,24,216,8
DF36_24_2,DF36,195,24,264,9.5
DF36_24_2,DF36,195,24,312,11
DF37_24_1,DF37,196,24,48,6
DF37_24_1,DF37,196,24,96,10.5
DF37_24_1,DF37,196,24,144,14
DF37_24_1,DF37,196,24,216,18
DF37_24_1,DF37,196,24,264,19
DF37_24_1,DF37,196,24,312,21
DF37_24_2,DF37,197,24,48,6
DF37_24_2,DF37,197,24,96,10.5
DF37_24_2,DF37,197,24,144,13
DF37_24_2,DF37,197,24,216,15
DF37_24_2,DF37,197,24,264,16
DF37_24_2,DF37,197,24,312,16.5
J_24_1,J,198,24,48,7
J_24_1,J,198,24,96,11
J_24_1,J,198,24,144,13.5
J_24_1,J,198,24,216,17.5
J_24_1,J,198,24,264,18.5
J_24_1,J,198,24,312,21
J_24_2,J,199,24,48,7.5
J_24_2,J,199,24,96,11
J_24_2,J,199,24,144,13.5
J_24_2,J,199,24,216,16
J_24_2,J,199,24,264,18.5
J_24_2,J,199,24,312,20
DF16_24_1,DF16,200,24,48,10
DF16_24_1,DF16,200,24,96,14
DF16_24_1,DF16,200,24,144,16.5
DF16_24_1,DF16,200,24,216,20
DF16_24_1,DF16,200,24,264,23
DF16_24_1,DF16,200,24,312,25
DF16_24_2,DF16,201,24,48,10
DF16_24_2,DF16,201,24,96,15
DF16_24_2,DF16,201,24,144,18
DF16_24_2,DF16,201,24,216,21
DF16_24_2,DF16,201,24,264,24
DF16_24_2,DF16,201,24,312,25.5
FOX_24_1,FOX,202,24,48,14.5
FOX_24_1,FOX,202,24,96,25
FOX_24_1,FOX,202,24,144,34.5
FOX_24_1,FOX,202,24,216,41
FOX_24_1,FOX,202,24,264,41
FOX_24_1,FOX,202,24,312,41
FOX_24_2,FOX,203,24,48,15
FOX_24_2,FOX,203,24,96,25
FOX_24_2,FOX,203,24,144,32
FOX_24_2,FOX,203,24,216,39
FOX_24_2,FOX,203,24,264,43
FOX_24_2,FOX,203,24,312,43
C23_24_1,C23,204,24,48,16
C23_24_1,C23,204,24,96,27
C23_24_1,C23,204,24,144,39
C23_24_1,C23,204,24,216,44
C23_24_1,C23,204,24,264,44
C23_24_1,C23,204,24,312,44
C23_24_2,C23,205,24,48,14
C23_24_2,C23,205,24,96,25
C23_24_2,C23,205,24,144,35
C23_24_2,C23,205,24,216,45
C23_24_2,C23,205,24,264,46
C23_24_2,C23,205,24,312,46
DF09_24_1,DF09,206,24,48,15
DF09_24_1,DF09,206,24,96,23
DF09_24_1,DF09,206,24,144,28.5
DF09_24_1,DF09,206,24,216,31
DF09_24_1,DF09,206,24,264,40
DF09_24_1,DF09,206,24,312,40
DF09_24_2,DF09,207,24,48,14
DF09_24_2,DF09,207,24,96,21.5
DF09_24_2,DF09,207,24,144,28
DF09_24_2,DF09,207,24,216,37
DF09_24_2,DF09,207,24,264,40
DF09_24_2,DF09,207,24,312,40
DF13_24_1,DF13,208,24,48,10
DF13_24_1,DF13,208,24,96,17
DF13_24_1,DF13,208,24,144,22
DF13_24_1,DF13,208,24,216,29
DF13_24_1,DF13,208,24,264,33.5
DF13_24_1,DF13,208,24,312,37.5
DF13_24_2,DF13,209,24,48,10
DF13_24_2,DF13,209,24,96,17
DF13_24_2,DF13,209,24,144,22
DF13_24_2,DF13,209,24,216,30
DF13_24_2,DF13,209,24,264,36
DF13_24_2,DF13,209,24,312,40.5
DF58_24_1,DF58,210,24,48,6
DF58_24_1,DF58,210,24,96,9
DF58_24_1,DF58,210,24,144,11
DF58_24_1,DF58,210,24,216,14
DF58_24_1,DF58,210,24,264,16
DF58_24_1,DF58,210,24,312,18
DF58_24_2,DF58,211,24,48,5.5
DF58_24_2,DF58,211,24,96,9
DF58_24_2,DF58,211,24,144,11
DF58_24_2,DF58,211,24,216,14.5
DF58_24_2,DF58,211,24,264,16.5
DF58_24_2,DF58,211,24,312,18
C21_24_1,C21,212,24,48,4
C21_24_1,C21,212,24,96,5.5
C21_24_1,C21,212,24,144,7
C21_24_1,C21,212,24,216,9
C21_24_1,C21,212,24,264,10
C21_24_1,C21,212,24,312,11
C21_24_2,C21,213,24,48,5
C21_24_2,C21,213,24,96,6
C21_24_2,C21,213,24,144,7
C21_24_2,C21,213,24,216,9.5
C21_24_2,C21,213,24,264,10.5
C21_24_2,C21,213,24,312,12
C28_24_1,C28,214,24,48,11
C28_24_1,C28,214,24,96,19
C28_24_1,C28,214,24,144,24.5
