"","R.mean","G.mean","B.mean","R.sd","G.sd","B.sd","col","fungus_temp"
"1",187.934558774559,186.381645021645,145.427678987679,10.009588263145,9.32655437998494,17.2763210625117,"#BCBA91","J_24"
"2",179.695585020435,178.749477236004,154.150425339797,15.3994518329068,15.3761229799149,24.4830661901499,"#B4B39A","J_24"
"3",206.95762191522,206.259156925257,167.105526036132,14.6859237333856,14.8568716552736,23.9623923352589,"#CFCEA7","J_24"
"4",199.816450806635,199.720472619859,170.749329697796,14.1002534847515,14.2328515642229,36.6541362886699,"#C8C8AB","J_24"
