"","R.mean","G.mean","B.mean","R.sd","G.sd","B.sd","col","fungus_temp"
"1",134.963972441606,121.356528314569,128.638665770459,9.24602422506044,11.4374581413285,14.5647162295599,"#877981","C41_30"
"2",141.98075752135,120.2852492545,122.402905497182,11.6401818506605,13.9256153107018,17.7637880140744,"#8E787A","C41_30"
"3",161.545672536531,151.682577744474,161.937354814537,17.4942701904572,20.0564032861072,19.9020996074036,"#A298A2","C41_30"
"4",104.251732673267,95.33600110011,105.577365236524,25.2519137104352,25.1548345189768,25.9106474992343,"#685F6A","C41_30"
