"","R.mean","G.mean","B.mean","R.sd","G.sd","B.sd","col","K.mean","fungus_temp"
"1",193.432966376515,187.560633213859,159.319039085168,26.1022032297852,23.2674112778855,21.4819581787292,"#C1BC9F",0.241439347543079,"C_15"
"2",199.025225225225,192.954954954955,164.347747747748,20.7949264347706,19.9349064296067,24.3954294072708,"#C7C1A4",0.219508920685391,"C_15"
"3",202.644807643953,199.172542117174,169.950666331406,1.7165675411639,1.93976130193072,3.34540614706655,"#CBC7AA",0.205314479827636,"C_15"
"4",194.423808791096,190.809611735139,162.723188182797,4.75841309503504,4.44923280448939,7.47262534802771,"#C2BFA3",0.23755369101531,"C_15"
