"","R.mean","G.mean","B.mean","R.sd","G.sd","B.sd","col","K.mean","fungus_temp"
"1",181.208841463415,167.619918699187,139.922764227642,12.0670335704814,11.7268943208636,11.6691637467173,"#B5A88C",0.289377092300335,"A_27"
"2",142.756176154672,127.527926960258,107.588614393126,2.10829460058428,2.53965967191066,3.61924036679275,"#8F806C",0.440171858216971,"A_27"
"3",138,123,102,NA,NA,NA,"#8A7B66",0.458823529411765,"A_27"
"4",152.65998773257,138.642608873441,109.781639746473,3.23533531509123,3.23520006969523,3.38083106060846,"#998B6E",0.401333381440902,"A_27"
