"","R.mean","G.mean","B.mean","R.sd","G.sd","B.sd","col","K.mean","fungus_temp"
"1",183.197594335047,182.40818702105,172.97080221166,9.9825066888212,9.85762162499688,16.1589672887055,"#B7B6AD",0.281578061431188,"J_12"
"2",194.52288166996,194.52288166996,194.52288166996,11.4713035526322,11.4713035526322,11.4713035526322,"#C3C3C3",0.237165169921724,"J_12"
"3",194.513337468983,191.506048387097,162.95223325062,13.7347676558058,13.8510308982117,14.9624383014845,"#C3C0A3",0.237202598160852,"J_12"
"4",196.767272727273,193.767272727273,160.767272727273,1.86897982881861,1.86897982881861,1.86897982881861,"#C5C2A1",0.228363636363636,"J_12"
