"","R.mean","G.mean","B.mean","R.sd","G.sd","B.sd","col","fungus_temp"
"1",156.341000240635,143.278685730328,119.75171452635,50.1789579895304,52.6560400255194,50.1591770907972,"#9C8F78","FOX_33"
"2",125.970556488367,114.25449748141,107.32847605341,19.7965351786469,20.9696910247345,19.9710922839913,"#7E726B","FOX_33"
"3",147.469901315789,138.661918016194,140.453390688259,24.2338748288347,27.7915471484838,30.4113913191058,"#938B8C","FOX_33"
"4",160.015649452269,153.862284820031,155.31455399061,14.0017810426269,16.2585743206938,17.1429009189008,"#A09A9B","FOX_33"
